Core Based Statistical Area,Pollutant,Trend Statistic,2000_x,2001_x,2002_x,2003_x,2004_x,2005_x,2006_x,2007_x,2008_x,2009_x,2010_x,2011_x,2012_x,2013_x,2014_x,2015_x,2016_x,2017_x,2018_x,2019_x,2020_x,2021,2022,State,2000_y,2001_y,2002_y,2003_y,2004_y,2005_y,2006_y,2007_y,2008_y,2009_y,2010_y,2011_y,2012_y,2013_y,2014_y,2015_y,2016_y,2017_y,2018_y,2019_y,2020_y
"Grand Rapids-Wyoming, MI",PM2.5,Weighted Annual Mean,13.9,14.5,13.4,13.5,12.0,13.7,12.5,12.2,10.7,9.4,9.6,9.5,9.3,8.4,9.5,9.3,8.2,8.0,8.2,8.0,7.7,10.3,9.4,MI,874.9,865.0,876.6,863.7,847.0,864.3,857.3,867.1,889.2,873.1,890.6,906.3,909.6,933.8,947.7,958.8,969.3,979.7,989.4,992.1,1175.0
"Grand Rapids-Wyoming, MI",PM2.5,98th Percentile,35.0,40.0,35.0,35.0,32.0,45.0,33.0,30.0,25.0,30.0,24.0,23.0,26.0,18.0,23.0,26.0,20.0,23.0,19.0,23.0,18.0,25.0,25.0,MI,874.9,865.0,876.6,863.7,847.0,864.3,857.3,867.1,889.2,873.1,890.6,906.3,909.6,933.8,947.7,958.8,969.3,979.7,989.4,992.1,1175.0
"Greeley, CO",O3,4th Max,0.069,0.074,0.08,0.083,0.069,0.078,0.082,0.074,0.073,0.067,0.073,0.077,0.08,0.073,0.07,0.073,0.067,0.072,0.073,0.065,0.072,0.076,0.07,CO,634.4,639.3,650.5,651.5,618.8,639.6,625.4,624.4,639.6,626.9,625.6,636.4,638.7,639.9,657.9,666.2,677.4,678.8,676.4,684.0,807.9
"Greeley, CO",PM2.5,Weighted Annual Mean,8.8,10.2,9.0,8.7,8.3,7.9,8.8,9.7,8.0,7.7,7.5,7.0,7.9,7.2,7.8,7.7,8.2,8.0,8.8,8.2,8.7,8.8,6.7,CO,634.4,639.3,650.5,651.5,618.8,639.6,625.4,624.4,639.6,626.9,625.6,636.4,638.7,639.9,657.9,666.2,677.4,678.8,676.4,684.0,807.9
"Greeley, CO",PM2.5,98th Percentile,21.0,34.0,23.0,20.0,21.0,19.0,23.0,30.0,22.0,24.0,19.0,21.0,27.0,20.0,29.0,28.0,30.0,20.0,22.0,24.0,34.0,30.0,21.0,CO,634.4,639.3,650.5,651.5,618.8,639.6,625.4,624.4,639.6,626.9,625.6,636.4,638.7,639.9,657.9,666.2,677.4,678.8,676.4,684.0,807.9
"Green Bay, WI",O3,4th Max,0.078,0.089,0.088,0.087,0.072,0.084,0.072,0.084,0.064,0.068,0.072,0.068,0.083,0.067,0.066,0.068,0.07,0.065,0.069,0.06,0.064,0.066,0.069,WI,866.2,862.4,862.8,842.8,827.0,842.2,827.5,824.1,829.9,806.0,831.9,847.5,844.9,871.1,873.5,888.3,896.7,909.0,923.4,930.7,1075.1
"Green Bay, WI",PM2.5,Weighted Annual Mean,11.6,11.9,11.2,11.3,9.9,11.8,12.4,11.4,11.8,11.1,10.0,10.1,8.7,7.6,9.1,8.0,6.9,6.1,6.4,7.3,7.3,8.7,7.4,WI,866.2,862.4,862.8,842.8,827.0,842.2,827.5,824.1,829.9,806.0,831.9,847.5,844.9,871.1,873.5,888.3,896.7,909.0,923.4,930.7,1075.1
"Green Bay, WI",PM2.5,98th Percentile,32.0,34.0,29.0,34.0,32.0,42.0,37.0,33.0,35.0,36.0,35.0,27.0,25.0,20.0,26.0,22.0,19.0,16.0,19.0,19.0,18.0,26.0,20.0,WI,866.2,862.4,862.8,842.8,827.0,842.2,827.5,824.1,829.9,806.0,831.9,847.5,844.9,871.1,873.5,888.3,896.7,909.0,923.4,930.7,1075.1
"Green Bay, WI",SO2,99th Percentile,87.0,67.0,62.0,58.0,53.0,78.0,68.0,77.0,78.0,67.0,69.0,72.0,72.0,76.0,79.0,69.0,13.0,11.0,12.0,5.0,6.0,5.0,6.0,WI,866.2,862.4,862.8,842.8,827.0,842.2,827.5,824.1,829.9,806.0,831.9,847.5,844.9,871.1,873.5,888.3,896.7,909.0,923.4,930.7,1075.1
"Greensboro-High Point, NC",O3,4th Max,0.086,0.09,0.1,0.081,0.073,0.08,0.078,0.084,0.083,0.07,0.075,0.074,0.077,0.062,0.065,0.065,0.068,0.065,0.066,0.063,0.056,0.066,0.062,NC,893.7,864.0,865.1,872.2,846.3,857.4,837.9,834.0,830.2,816.1,826.1,827.2,840.1,846.1,858.5,887.5,891.6,906.8,904.2,914.2,1032.5
"Greensboro-High Point, NC",PM2.5,Weighted Annual Mean,13.8,13.8,13.8,13.4,14.0,14.0,13.6,13.1,11.6,9.3,10.4,8.9,8.5,8.7,7.9,8.6,8.4,7.7,7.3,6.8,6.4,7.7,8.3,NC,893.7,864.0,865.1,872.2,846.3,857.4,837.9,834.0,830.2,816.1,826.1,827.2,840.1,846.1,858.5,887.5,891.6,906.8,904.2,914.2,1032.5
"Greensboro-High Point, NC",PM2.5,98th Percentile,33.0,33.0,33.0,30.0,31.0,31.0,30.0,28.0,25.0,20.0,21.0,21.0,20.0,19.0,15.0,15.0,18.0,16.0,15.0,15.0,15.0,18.0,16.0,NC,893.7,864.0,865.1,872.2,846.3,857.4,837.9,834.0,830.2,816.1,826.1,827.2,840.1,846.1,858.5,887.5,891.6,906.8,904.2,914.2,1032.5
"Gulfport-Biloxi-Pascagoula, MS",O3,4th Max,0.09,0.082,0.074,0.084,0.08,0.082,0.083,0.08,0.077,0.076,0.073,0.073,0.074,0.063,0.074,0.066,0.063,0.064,0.068,0.061,0.059,0.058,0.065,MS,1007.3,990.5,1009.3,993.2,964.7,1004.7,983.3,964.9,983.2,955.6,976.1,983.0,989.8,1026.4,1020.6,1062.1,1062.0,1081.7,1081.6,1107.6,1354.7
"Hammond, LA",PM2.5,Weighted Annual Mean,14.0,11.9,10.2,10.8,10.5,13.3,12.6,11.3,10.0,8.4,9.0,9.3,8.7,7.4,8.0,7.4,7.0,8.0,7.1,7.6,7.3,7.5,7.7,LA,920.5,932.5,933.5,944.9,927.3,969.2,930.7,913.4,929.3,896.8,897.1,893.8,919.6,935.5,943.5,936.0,946.4,977.8,988.2,988.2,1221.7
"Hammond, LA",PM2.5,98th Percentile,35.0,26.0,21.0,23.0,28.0,35.0,28.0,26.0,21.0,20.0,17.0,20.0,18.0,16.0,16.0,17.0,13.0,19.0,17.0,18.0,18.0,16.0,17.0,LA,920.5,932.5,933.5,944.9,927.3,969.2,930.7,913.4,929.3,896.8,897.1,893.8,919.6,935.5,943.5,936.0,946.4,977.8,988.2,988.2,1221.7
"Hanford-Corcoran, CA",O3,4th Max,0.105,0.093,0.101,0.092,0.088,0.085,0.086,0.08,0.088,0.095,0.103,0.086,0.082,0.085,0.086,0.085,0.083,0.085,0.08,0.076,0.084,0.076,0.075,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Hanford-Corcoran, CA",PM10,2nd Max,116.0,155.0,124.0,110.0,102.0,113.0,121.0,97.0,226.0,99.0,86.0,95.0,94.0,118.0,117.0,101.0,109.0,136.0,131.0,138.0,168.0,160.0,160.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Hanford-Corcoran, CA",PM2.5,Weighted Annual Mean,16.4,19.2,21.5,16.2,17.4,17.5,16.9,18.4,15.8,17.7,17.9,17.1,16.3,15.6,15.4,15.1,14.8,16.0,17.1,12.1,19.1,14.8,14.7,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Hanford-Corcoran, CA",PM2.5,98th Percentile,55.0,121.0,77.0,49.0,50.0,78.0,64.0,60.0,48.0,53.0,47.0,53.0,60.0,66.0,71.0,58.0,46.0,70.0,78.0,45.0,83.0,52.0,42.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Harrisburg-Carlisle, PA",O3,4th Max,0.084,0.089,0.096,0.077,0.074,0.085,0.079,0.081,0.079,0.065,0.076,0.074,0.073,0.066,0.063,0.068,0.069,0.06,0.067,0.063,0.061,0.06,0.062,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"Harrisburg-Carlisle, PA",PM2.5,Weighted Annual Mean,15.2,15.6,14.7,15.7,15.4,15.2,13.5,14.0,13.1,11.6,11.3,11.8,11.2,11.3,10.2,10.2,8.6,8.5,8.0,8.4,8.4,9.4,8.5,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"Harrisburg-Carlisle, PA",PM2.5,98th Percentile,46.0,47.0,45.0,42.0,37.0,40.0,35.0,35.0,34.0,31.0,32.0,31.0,29.0,36.0,28.0,29.0,25.0,23.0,23.0,27.0,25.0,24.0,23.0,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"Harrison, AR",O3,4th Max,0.074,0.076,0.081,0.075,0.071,0.073,0.073,0.074,0.064,0.065,0.07,0.069,0.068,0.062,0.062,0.061,0.056,0.056,0.062,0.058,0.06,0.058,0.064,AR,1055.5,1031.3,1053.7,1024.6,1001.1,1008.8,988.8,989.6,1020.1,989.8,991.7,1009.3,1021.2,1028.5,1027.1,1061.6,1062.7,1084.7,1072.9,1089.8,1257.5
"Hartford-West Hartford-East Hartford, CT",NO2,Annual Mean,17.0,20.0,17.0,17.0,15.0,16.0,13.0,12.0,11.0,10.0,10.0,11.0,9.0,8.0,9.0,10.0,9.0,9.0,8.0,8.0,8.0,7.0,8.0,CT,884.7,868.9,870.9,850.3,838.5,840.2,831.9,812.3,812.1,802.5,802.8,824.6,816.5,824.0,830.2,850.3,854.0,872.6,874.1,890.4,1064.2
"Hartford-West Hartford-East Hartford, CT",NO2,98th Percentile,60.0,64.0,57.0,58.0,54.0,59.0,48.0,49.0,44.0,46.0,44.0,58.0,37.0,41.0,45.0,47.0,43.0,47.0,40.0,39.0,36.0,39.0,39.0,CT,884.7,868.9,870.9,850.3,838.5,840.2,831.9,812.3,812.1,802.5,802.8,824.6,816.5,824.0,830.2,850.3,854.0,872.6,874.1,890.4,1064.2
"Hartford-West Hartford-East Hartford, CT",O3,4th Max,0.082,0.099,0.104,0.083,0.08,0.094,0.088,0.092,0.082,0.07,0.079,0.074,0.08,0.08,0.078,0.075,0.076,0.073,0.072,0.074,0.065,0.07,0.072,CT,884.7,868.9,870.9,850.3,838.5,840.2,831.9,812.3,812.1,802.5,802.8,824.6,816.5,824.0,830.2,850.3,854.0,872.6,874.1,890.4,1064.2
"Hartford-West Hartford-East Hartford, CT",PM2.5,Weighted Annual Mean,10.7,12.3,11.8,11.7,10.9,11.5,10.7,10.0,9.6,8.1,7.6,8.9,7.3,7.7,7.1,7.2,6.9,5.8,6.8,6.7,7.3,8.0,7.1,CT,884.7,868.9,870.9,850.3,838.5,840.2,831.9,812.3,812.1,802.5,802.8,824.6,816.5,824.0,830.2,850.3,854.0,872.6,874.1,890.4,1064.2
"Hartford-West Hartford-East Hartford, CT",PM2.5,98th Percentile,32.0,33.0,38.0,35.0,29.0,34.0,31.0,29.0,25.0,25.0,24.0,24.0,18.0,24.0,17.0,19.0,18.0,17.0,18.0,15.0,19.0,19.0,18.0,CT,884.7,868.9,870.9,850.3,838.5,840.2,831.9,812.3,812.1,802.5,802.8,824.6,816.5,824.0,830.2,850.3,854.0,872.6,874.1,890.4,1064.2
"Hickory-Lenoir-Morganton, NC",O3,4th Max,0.088,0.085,0.094,0.08,0.071,0.078,0.076,0.079,0.074,0.064,0.071,0.067,0.066,0.063,0.063,0.065,0.066,0.063,0.065,0.061,0.053,0.062,0.06,NC,893.7,864.0,865.1,872.2,846.3,857.4,837.9,834.0,830.2,816.1,826.1,827.2,840.1,846.1,858.5,887.5,891.6,906.8,904.2,914.2,1032.5
"Hickory-Lenoir-Morganton, NC",PM2.5,Weighted Annual Mean,17.9,16.0,15.4,15.0,15.0,15.9,15.2,14.6,12.8,10.2,11.2,10.4,9.3,8.9,9.3,9.3,9.1,8.5,8.1,8.3,7.6,9.0,7.9,NC,893.7,864.0,865.1,872.2,846.3,857.4,837.9,834.0,830.2,816.1,826.1,827.2,840.1,846.1,858.5,887.5,891.6,906.8,904.2,914.2,1032.5
"Hickory-Lenoir-Morganton, NC",PM2.5,98th Percentile,38.0,32.0,34.0,36.0,34.0,37.0,33.0,31.0,25.0,21.0,23.0,22.0,16.0,20.0,19.0,25.0,22.0,21.0,18.0,17.0,17.0,21.0,17.0,NC,893.7,864.0,865.1,872.2,846.3,857.4,837.9,834.0,830.2,816.1,826.1,827.2,840.1,846.1,858.5,887.5,891.6,906.8,904.2,914.2,1032.5
"Holland, MI",O3,4th Max,0.08,0.092,0.105,0.095,0.079,0.094,0.091,0.094,0.073,0.076,0.073,0.085,0.095,0.078,0.077,0.072,0.076,0.071,0.074,0.071,0.076,0.078,0.073,MI,874.9,865.0,876.6,863.7,847.0,864.3,857.3,867.1,889.2,873.1,890.6,906.3,909.6,933.8,947.7,958.8,969.3,979.7,989.4,992.1,1175.0
"Holland, MI",PM2.5,Weighted Annual Mean,11.7,12.8,12.4,12.4,11.2,12.4,11.5,11.7,9.7,8.6,8.5,8.4,8.5,7.8,8.7,7.9,7.0,7.5,7.6,7.2,6.0,7.0,6.7,MI,874.9,865.0,876.6,863.7,847.0,864.3,857.3,867.1,889.2,873.1,890.6,906.3,909.6,933.8,947.7,958.8,969.3,979.7,989.4,992.1,1175.0
"Holland, MI",PM2.5,98th Percentile,32.0,37.0,37.0,36.0,30.0,36.0,34.0,32.0,25.0,25.0,25.0,26.0,23.0,18.0,23.0,21.0,17.0,25.0,21.0,18.0,13.0,18.0,18.0,MI,874.9,865.0,876.6,863.7,847.0,864.3,857.3,867.1,889.2,873.1,890.6,906.3,909.6,933.8,947.7,958.8,969.3,979.7,989.4,992.1,1175.0
"Houma-Thibodaux, LA",O3,4th Max,0.085,0.084,0.072,0.08,0.078,0.081,0.081,0.076,0.074,0.067,0.074,0.076,0.072,0.065,0.067,0.064,0.065,0.061,0.063,0.063,0.06,0.06,0.059,LA,920.5,932.5,933.5,944.9,927.3,969.2,930.7,913.4,929.3,896.8,897.1,893.8,919.6,935.5,943.5,936.0,946.4,977.8,988.2,988.2,1221.7
"Houma-Thibodaux, LA",PM2.5,Weighted Annual Mean,12.4,10.9,9.3,10.9,9.7,11.2,11.6,9.6,8.6,8.3,8.8,8.7,7.7,7.2,7.5,6.9,6.9,7.5,7.2,7.5,7.4,6.8,7.4,LA,920.5,932.5,933.5,944.9,927.3,969.2,930.7,913.4,929.3,896.8,897.1,893.8,919.6,935.5,943.5,936.0,946.4,977.8,988.2,988.2,1221.7
"Houma-Thibodaux, LA",PM2.5,98th Percentile,29.0,26.0,18.0,24.0,26.0,28.0,28.0,23.0,18.0,17.0,17.0,19.0,17.0,15.0,16.0,16.0,14.0,19.0,17.0,18.0,20.0,14.0,17.0,LA,920.5,932.5,933.5,944.9,927.3,969.2,930.7,913.4,929.3,896.8,897.1,893.8,919.6,935.5,943.5,936.0,946.4,977.8,988.2,988.2,1221.7
"Houston-The Woodlands-Sugar Land, TX",CO,2nd Max,2.6,2.3,2.8,4.2,1.8,1.7,1.8,1.5,1.3,1.1,1.0,1.1,1.1,1.1,1.1,1.0,1.0,0.9,1.2,1.3,1.0,1.3,1.3,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Houston-The Woodlands-Sugar Land, TX",NO2,Annual Mean,12.0,13.0,12.0,12.0,12.0,11.0,11.0,11.0,10.0,9.0,9.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Houston-The Woodlands-Sugar Land, TX",NO2,98th Percentile,52.0,52.0,51.0,50.0,48.0,48.0,47.0,47.0,47.0,43.0,45.0,43.0,41.0,41.0,39.0,41.0,39.0,37.0,38.0,37.0,35.0,36.0,39.0,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Houston-The Woodlands-Sugar Land, TX",O3,4th Max,0.1,0.095,0.09,0.097,0.093,0.087,0.091,0.08,0.075,0.079,0.079,0.082,0.081,0.074,0.066,0.082,0.067,0.071,0.075,0.073,0.068,0.072,0.07,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Houston-The Woodlands-Sugar Land, TX",PM10,2nd Max,58.8,49.4,55.0,56.0,59.8,60.0,77.2,76.4,64.6,58.4,48.0,56.2,73.4,60.2,71.2,69.6,42.8,60.8,82.4,41.4,75.8,79.6,64.6,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Houston-The Woodlands-Sugar Land, TX",PM2.5,Weighted Annual Mean,13.1,13.0,12.5,13.8,13.1,14.2,13.0,13.2,12.2,11.7,11.7,11.9,11.2,10.5,11.0,11.0,9.6,9.4,9.8,9.7,10.1,10.0,10.4,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Houston-The Woodlands-Sugar Land, TX",PM2.5,98th Percentile,30.0,31.0,28.0,29.0,31.0,28.0,26.0,28.0,26.0,23.0,23.0,22.0,24.0,22.0,24.0,22.0,21.0,23.0,27.0,22.0,23.0,21.0,24.0,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Houston-The Woodlands-Sugar Land, TX",SO2,99th Percentile,73.0,64.0,64.0,65.0,62.0,62.0,52.0,45.0,31.0,31.0,32.0,33.0,21.0,19.0,22.0,15.0,11.0,19.0,20.0,10.0,10.0,11.0,11.0,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Huntsville, AL",O3,4th Max,0.088,0.08,0.078,0.079,0.077,0.075,0.079,0.082,0.073,0.066,0.071,0.072,0.076,0.064,0.064,0.063,0.066,0.063,0.065,0.063,0.057,0.061,0.065,AL,1013.3,1014.3,1028.3,1037.3,1018.0,1030.5,1014.8,999.3,1011.1,997.7,1005.0,1013.6,1022.4,1038.3,1035.5,1068.3,1078.8,1092.1,1112.0,1103.5,1316.2
"Huntsville, AL",PM10,2nd Max,62.5,41.0,42.3,44.5,40.5,45.5,41.0,49.3,34.0,27.0,35.5,34.3,31.5,28.8,37.5,44.3,36.8,23.8,30.0,30.0,31.5,29.3,36.8,AL,1013.3,1014.3,1028.3,1037.3,1018.0,1030.5,1014.8,999.3,1011.1,997.7,1005.0,1013.6,1022.4,1038.3,1035.5,1068.3,1078.8,1092.1,1112.0,1103.5,1316.2
"Huntsville, AL",PM2.5,Weighted Annual Mean,16.3,14.6,13.8,13.8,13.4,14.4,13.3,14.3,12.2,10.0,11.6,11.3,9.3,8.6,9.0,8.2,7.6,7.5,7.4,7.4,7.1,7.5,7.4,AL,1013.3,1014.3,1028.3,1037.3,1018.0,1030.5,1014.8,999.3,1011.1,997.7,1005.0,1013.6,1022.4,1038.3,1035.5,1068.3,1078.8,1092.1,1112.0,1103.5,1316.2
"Huntsville, AL",PM2.5,98th Percentile,42.0,30.0,34.0,27.0,32.0,40.0,30.0,34.0,28.0,21.0,20.0,25.0,19.0,16.0,21.0,17.0,13.0,17.0,16.0,14.0,17.0,17.0,16.0,AL,1013.3,1014.3,1028.3,1037.3,1018.0,1030.5,1014.8,999.3,1011.1,997.7,1005.0,1013.6,1022.4,1038.3,1035.5,1068.3,1078.8,1092.1,1112.0,1103.5,1316.2
"Idaho Falls, ID",O3,4th Max,0.068,0.056,0.069,0.07,0.063,0.064,0.066,0.067,0.067,0.058,0.062,0.063,0.066,0.06,0.062,0.061,0.058,0.063,0.069,0.058,0.066,0.07,0.06,ID,739.1,738.9,740.3,761.3,720.5,739.1,722.6,719.0,714.5,714.0,729.1,758.8,751.9,771.3,771.7,787.1,794.1,816.0,813.0,807.5,897.8
"Indianapolis-Carmel-Anderson, IN",O3,4th Max,0.083,0.086,0.1,0.086,0.071,0.08,0.075,0.08,0.07,0.07,0.069,0.072,0.077,0.063,0.062,0.06,0.068,0.067,0.073,0.064,0.064,0.064,0.066,IN,912.2,900.8,899.9,903.2,869.7,886.7,878.3,846.4,883.3,866.5,875.2,893.1,907.6,924.0,923.8,947.4,956.9,983.9,981.7,980.4,1157.6
"Indianapolis-Carmel-Anderson, IN",PM10,2nd Max,54.0,53.0,47.0,46.0,61.0,58.0,56.0,59.0,55.0,56.0,75.0,66.0,71.0,56.0,57.0,59.0,85.0,54.0,55.0,57.0,65.0,55.0,67.0,IN,912.2,900.8,899.9,903.2,869.7,886.7,878.3,846.4,883.3,866.5,875.2,893.1,907.6,924.0,923.8,947.4,956.9,983.9,981.7,980.4,1157.6
"Indianapolis-Carmel-Anderson, IN",PM2.5,Weighted Annual Mean,17.7,17.1,16.8,16.3,15.0,17.8,14.6,16.4,13.9,12.9,14.0,12.8,11.6,11.7,12.0,10.6,9.7,9.1,10.2,10.3,10.3,11.5,10.7,IN,912.2,900.8,899.9,903.2,869.7,886.7,878.3,846.4,883.3,866.5,875.2,893.1,907.6,924.0,923.8,947.4,956.9,983.9,981.7,980.4,1157.6
"Indianapolis-Carmel-Anderson, IN",PM2.5,98th Percentile,37.0,37.0,36.0,38.0,32.0,44.0,35.0,38.0,30.0,27.0,31.0,29.0,25.0,24.0,31.0,23.0,21.0,20.0,23.0,24.0,22.0,28.0,27.0,IN,912.2,900.8,899.9,903.2,869.7,886.7,878.3,846.4,883.3,866.5,875.2,893.1,907.6,924.0,923.8,947.4,956.9,983.9,981.7,980.4,1157.6
"Indianapolis-Carmel-Anderson, IN",SO2,99th Percentile,89.0,98.0,111.0,122.0,116.0,103.0,127.0,122.0,79.0,75.0,103.0,63.0,92.0,78.0,106.0,54.0,15.0,6.0,4.0,5.0,6.0,6.0,7.0,IN,912.2,900.8,899.9,903.2,869.7,886.7,878.3,846.4,883.3,866.5,875.2,893.1,907.6,924.0,923.8,947.4,956.9,983.9,981.7,980.4,1157.6
"Iowa City, IA",PM2.5,Weighted Annual Mean,10.9,11.7,11.4,11.8,11.0,13.6,11.0,12.2,10.7,10.6,11.5,10.3,9.6,9.0,9.0,8.4,7.4,7.3,8.0,7.6,7.8,8.3,7.5,IA,958.9,947.9,953.5,953.8,910.6,938.1,917.4,907.6,946.1,908.2,910.8,920.4,923.5,936.7,939.5,947.5,942.3,970.5,962.2,978.3,1137.4
"Iowa City, IA",PM2.5,98th Percentile,28.0,35.0,26.0,27.0,37.0,41.0,27.0,33.0,28.0,26.0,33.0,26.0,22.0,21.0,24.0,21.0,17.0,18.0,19.0,20.0,19.0,23.0,20.0,IA,958.9,947.9,953.5,953.8,910.6,938.1,917.4,907.6,946.1,908.2,910.8,920.4,923.5,936.7,939.5,947.5,942.3,970.5,962.2,978.3,1137.4
"Ithaca, NY",O3,4th Max,0.032,0.03,0.033,0.028,0.023,0.021,0.021,0.029,0.021,0.036,0.029,0.062,0.073,0.065,0.059,0.064,0.066,0.057,0.067,0.056,0.055,0.063,0.059,NY,833.7,834.5,826.2,812.9,796.4,796.7,778.9,771.9,774.0,758.7,755.7,766.4,761.3,768.0,759.4,776.1,781.7,782.7,804.3,803.8,1051.6
"Jacksonville, FL",NO2,Annual Mean,15.0,13.0,15.0,14.0,14.0,13.0,12.0,10.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,FL,1028.6,1022.6,1005.5,991.9,970.5,957.2,936.1,915.2,921.4,911.0,924.4,912.9,917.8,926.3,934.8,945.9,957.3,970.4,964.5,963.8,1102.8
"Jacksonville, FL",O3,4th Max,0.075,0.072,0.068,0.071,0.074,0.072,0.074,0.073,0.069,0.061,0.067,0.066,0.06,0.057,0.061,0.059,0.059,0.061,0.06,0.062,0.056,0.061,0.062,FL,1028.6,1022.6,1005.5,991.9,970.5,957.2,936.1,915.2,921.4,911.0,924.4,912.9,917.8,926.3,934.8,945.9,957.3,970.4,964.5,963.8,1102.8
"Jacksonville, FL",PM2.5,Weighted Annual Mean,12.2,11.1,9.7,9.6,10.7,10.4,9.7,10.1,8.8,8.0,8.2,7.8,7.4,6.4,7.1,6.9,7.0,7.0,6.6,6.8,7.4,7.4,7.6,FL,1028.6,1022.6,1005.5,991.9,970.5,957.2,936.1,915.2,921.4,911.0,924.4,912.9,917.8,926.3,934.8,945.9,957.3,970.4,964.5,963.8,1102.8
"Jacksonville, FL",PM2.5,98th Percentile,31.0,27.0,23.0,21.0,26.0,26.0,21.0,32.0,18.0,19.0,18.0,19.0,21.0,16.0,17.0,15.0,16.0,16.0,13.0,14.0,15.0,14.0,15.0,FL,1028.6,1022.6,1005.5,991.9,970.5,957.2,936.1,915.2,921.4,911.0,924.4,912.9,917.8,926.3,934.8,945.9,957.3,970.4,964.5,963.8,1102.8
"Jacksonville, FL",SO2,99th Percentile,105.0,83.0,106.0,76.0,88.0,96.0,105.0,51.0,47.0,43.0,116.0,78.0,37.0,39.0,38.0,35.0,31.0,25.0,28.0,32.0,38.0,26.0,26.0,FL,1028.6,1022.6,1005.5,991.9,970.5,957.2,936.1,915.2,921.4,911.0,924.4,912.9,917.8,926.3,934.8,945.9,957.3,970.4,964.5,963.8,1102.8
"Jamestown-Dunkirk-Fredonia, NY",O3,4th Max,0.087,0.09,0.1,0.094,0.085,0.089,0.083,0.086,0.084,0.068,0.08,0.069,0.081,0.066,0.066,0.071,0.069,0.066,0.071,0.065,0.064,0.066,0.071,NY,833.7,834.5,826.2,812.9,796.4,796.7,778.9,771.9,774.0,758.7,755.7,766.4,761.3,768.0,759.4,776.1,781.7,782.7,804.3,803.8,1051.6
"Jamestown-Dunkirk-Fredonia, NY",SO2,99th Percentile,313.0,278.0,254.0,324.0,162.0,82.0,59.0,43.0,45.0,46.0,30.0,26.0,26.0,15.0,14.0,21.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,NY,833.7,834.5,826.2,812.9,796.4,796.7,778.9,771.9,774.0,758.7,755.7,766.4,761.3,768.0,759.4,776.1,781.7,782.7,804.3,803.8,1051.6
